m [GeV/c^2], xsec [fb], xsec error [fb], xsec_UL_obs [fb], xsec_UL_exp [fb], xsec_UL_exp -1sigma [fb], xsec_UL_exp +1sigma [fb], xsec_UL_exp -2sigma [fb], xsec_UL_exp +2sigma [fb], g'_UL_obs, g'_UL_exp, g'_UL_exp -1sigma, g'_UL_exp +1sigma, g'_UL_exp -2sigma, g'_UL_exp +2sigma, xi_UL_obs, xi_UL_exp, xi_UL_exp -1sigma, xi_UL_exp +1sigma, xi_UL_exp -2sigma, xi_UL_exp +2sigma, {c_{\ell\ell}/\Lambda}_UL_obs [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -2sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +2sigma [TeV^-1]
9.88196, -5.377426, 2.6498419, 4.1062331, 7.3969087, 4.8943188, 11.548816, 3.4571933, 17.615518, 22.78838089, 30.58558553, 24.87927939, 38.21733516, 20.90997441, 47.19971532, 1284.47740519, 1723.97037484, 1402.33184586, 2154.13739725, 1178.60017362, 2660.43332148, 5218.55582317, 7004.12136654, 5697.37310334, 8751.79758933, 4788.39937112, 10808.76918956
9.88267, -9.3011553, 36.984385, 3.0750409, 7.4795838, 4.9563117, 11.667314, 3.4997013, 17.781907, 19.78205443, 30.85209503, 25.11454126, 38.53287266, 21.10383748, 47.5702147, 1111.92484065, 1734.15814665, 1411.65733756, 2165.8851685, 1186.22063269, 2673.86299943, 4517.52173703, 7045.52757213, 5735.27317181, 8799.5455906, 4819.37024624, 10863.35495007
9.88337, -8.3969761, 1.8791804, 2.9305399, 7.6057279, 5.0430683, 11.856171, 3.5637586, 18.05344, 19.37150146, 31.20756303, 25.41188546, 38.96383463, 21.36208326, 48.0805523, 1085.84332804, 1749.29775939, 1424.42888806, 2184.06507914, 1197.42269995, 2695.09036385, 4411.56748728, 7107.05211481, 5787.17390275, 8873.42606839, 4864.89248975, 10949.62110776
9.88408, -7.1219462, 1.681665, 3.0306406, 7.6384825, 5.0627928, 11.900745, 3.5762772, 18.116906, 19.76186557, 31.37359358, 25.54205285, 39.16046112, 21.46724482, 48.31730891, 1104.60263413, 1753.64790223, 1427.69005053, 2188.90004832, 1199.9259428, 2700.72815248, 4487.79273617, 7124.74158064, 5800.43613906, 8893.08918299, 4875.07340981, 10972.5504997
9.88479, -9.1683717, 10.048461, 2.7541131, 7.5219289, 4.9846481, 11.732401, 3.5205875, 17.878092, 18.89868473, 31.2323963, 25.4248235, 39.00624496, 21.36723203, 48.15055293, 1053.35642206, 1740.8007852, 1417.10396731, 2174.09196529, 1190.94589891, 2683.76846689, 4279.59845426, 7072.56175921, 5757.43957221, 8832.94620813, 4838.59985219, 10903.67053538
9.88549, -9.098698, 0.98694298, 2.5737053, 7.4904247, 4.9631311, 11.689124, 3.5063685, 17.825353, 18.32691135, 31.2653354, 25.44999751, 39.05717733, 21.39137242, 48.23129693, 1018.60902805, 1737.72613902, 1414.50988308, 2170.79641397, 1188.93165633, 2680.69362872, 4138.43502759, 7060.08539493, 5746.91278577, 8819.57617684, 4830.42686299, 10891.20173278
9.8862, -9.3094906, 1.3106168, 2.7544504, 7.5644982, 5.0124724, 11.792482, 3.5435063, 17.96592, 19.02063273, 31.52082266, 25.65863086, 39.35592214, 21.57367273, 48.57717026, 1054.12324623, 1746.88362787, 1422.00102607, 2181.10475034, 1195.61269365, 2692.14621442, 4282.73271947, 7097.30640789, 5777.3608003, 8861.47678864, 4857.58152209, 10937.75582627
9.88691, -9.0698868, 36.013972, 3.351679, 7.5944725, 5.0345433, 11.842354, 3.5575808, 18.039389, 21.0496731, 31.68567427, 25.79848402, 39.56700392, 21.68660317, 48.83431028, 1163.19096382, 1750.92932923, 1425.60710377, 2186.44637454, 1198.38729715, 2698.55157313, 4725.86772839, 7113.75919267, 5792.02453822, 8883.19861716, 4868.8650702, 10963.80404383
9.88762, -4.8507978, 3.0755343, 4.6235485, 7.5378881, 4.9971123, 11.758466, 3.5312863, 17.91831, 24.80376978, 31.67049315, 25.78633008, 39.55535775, 21.67686374, 48.82907596, 1366.63807283, 1744.98078746, 1420.775179, 2179.42104635, 1194.35180822, 2690.38435983, 5552.45465866, 7089.60689391, 5772.40596348, 8854.67541303, 4852.48025317, 10930.64613762
9.88832, -1.92372, 3.4702995, 6.1902087, 7.6123816, 5.0453945, 11.867047, 3.5656275, 18.07843, 28.79304657, 31.92973025, 25.99456408, 39.8663344, 21.8525921, 49.20569044, 1581.83976277, 1754.16369334, 1428.096015, 2190.18688363, 1200.54329859, 2703.27481641, 6426.80235659, 7126.93132616, 5802.16217258, 8898.43494669, 4877.64606896, 10983.04225847
9.88903, 1.1083133, 4.0901026, 8.5330069, 7.5065674, 4.9711181, 11.713474, 3.5116245, 17.86168, 33.91723437, 31.8119344, 25.88787628, 39.73857074, 21.75822278, 49.0716359, 1857.83475135, 1742.51581336, 1418.02234439, 2176.70158132, 1191.81835324, 2687.9252442, 7548.14968357, 7079.6232957, 5761.24701205, 8843.66563837, 4842.20855455, 10920.7032901
9.88974, 3.6881993, 4.5116493, 10.936102, 7.4890839, 4.9600433, 11.685286, 3.5056953, 17.818751, 38.52517396, 31.88068765, 25.94514285, 39.82291121, 21.81224743, 49.17585979, 2103.94120713, 1741.07176077, 1416.91910929, 2174.81338243, 1191.21295177, 2685.59768001, 8548.0683908, 7073.7720398, 5756.77752279, 8836.01379508, 4839.75965926, 10911.27098091
9.89044, 5.3857373, 4.734928, 12.666064, 7.5873574, 5.0276802, 11.835322, 3.5514936, 18.035497, 41.59750136, 32.19524071, 26.20777962, 40.21021957, 22.02682613, 49.63756431, 2264.99625609, 1753.04038193, 1427.02135443, 2189.4583523, 1199.3671998, 2702.78006303, 9202.436547, 7122.41481004, 5797.83451301, 8895.53415602, 4872.90013086, 10981.10514031
9.89115, 7.2959036, 4.8398214, 14.541328, 7.6196636, 5.0540679, 11.879248, 3.5738929, 18.093451, 44.72102125, 32.37259964, 26.36514799, 40.42072992, 22.17075303, 49.88504652, 2427.70085055, 1757.36120254, 1431.24397432, 2194.25759208, 1203.54934816, 2708.03229603, 9863.5098599, 7139.98577902, 5815.00354519, 8915.05285329, 4889.90266644, 11002.46896021
9.89186, 8.0147437, 4.8874065, 15.289034, 7.6895258, 5.0969526, 11.981627, 3.6022203, 18.244172, 46.01218948, 32.63117073, 26.56673439, 40.7324726, 22.3340771, 50.2626006, 2490.17427892, 1765.9951192, 1437.78853813, 2204.4366229, 1208.71762376, 2720.20602831, 10117.35587287, 7175.08057247, 5841.60652262, 8956.42927562, 4910.91183977, 11051.9543427
9.89256, 8.5851701, 4.8993798, 15.858765, 7.634578, 5.0618177, 11.905155, 3.5777173, 18.136178, 47.01970053, 32.62403656, 26.5643031, 40.73921946, 22.33305767, 50.28263887, 2536.99153729, 1760.26014083, 1433.30160359, 2198.12235848, 1205.00083322, 2713.04640085, 10307.592963, 7151.79565008, 5823.38935935, 8930.7946917, 4895.8216558, 11022.88974109
9.89327, 7.7632158, 4.8703826, 15.052934, 7.6645979, 5.084978, 11.945963, 3.5963867, 18.190148, 45.96730839, 32.8007054, 26.7167136, 40.94954479, 22.46837621, 50.53085096, 2472.53072351, 1764.31369817, 1437.06250191, 2202.63076418, 1208.54912855, 2717.99863566, 10045.71636746, 7168.28099508, 5838.68267408, 8949.13204065, 4910.24910069, 11043.03502538
9.89397, 5.7050781, 4.8472994, 13.145046, 7.6675256, 5.0802816, 11.953446, 3.5893632, 18.20789, 43.10245028, 32.9191431, 26.79568091, 41.10242698, 22.5231748, 50.72834747, 2311.30353982, 1765.23913315, 1436.87775816, 2204.05532272, 1207.77109674, 2720.23071347, 9390.68257391, 7172.05684187, 5837.94499161, 8954.93973614, 4907.09887126, 11052.12825483
9.89468, 3.0712672, 4.6946404, 10.763786, 7.6531671, 5.0734263, 11.927901, 3.5869627, 18.170248, 39.13969415, 33.00315797, 26.87110823, 41.20186864, 22.59427085, 50.85285352, 2092.21077968, 1764.18248455, 1436.39401189, 2202.44423435, 1207.77584118, 2718.33724401, 8500.54141631, 7167.77985347, 5835.99267663, 8948.41409528, 4907.12917613, 11044.46002794
9.89538, 0.38293484, 4.4690027, 8.5762716, 7.6458599, 5.0661632, 11.920723, 3.579364, 18.163442, 35.05800842, 33.10176459, 26.9449614, 41.33227175, 22.64857648, 51.0196005, 1868.17336988, 1763.92892536, 1435.84480754, 2202.51671127, 1206.89877619, 2718.73569833, 7590.30614561, 7166.76555743, 5833.77423236, 8948.72842042, 4903.57658754, 11046.10343558
9.89609, -1.4717947, 4.1014277, 7.1339818, 7.6866349, 5.0940071, 11.981764, 3.6002899, 18.24797, 32.08774736, 33.30744795, 27.11458764, 41.58470373, 22.79512443, 51.31927475, 1704.43753269, 1769.22560988, 1440.27314662, 2208.89702934, 1210.83182316, 2725.97814515, 6925.07025418, 7188.30195235, 5851.77956612, 8974.67159638, 4919.56747052, 11075.55413704
9.89679, -1.6974856, 3.8857292, 6.8100076, 7.6967757, 5.1006535, 11.998139, 3.6052026, 18.272768, 31.46091581, 33.44660009, 27.22766968, 41.75942468, 22.89087533, 51.53469765, 1665.84308404, 1770.98428356, 1441.69437094, 2211.14506696, 1212.06282052, 2728.74191514, 6768.27741322, 7195.4633905, 5857.56698277, 8983.82528185, 4924.57992599, 11086.80790385
9.8975, -1.0016028, 3.9405706, 7.1755511, 7.6304951, 5.0570407, 11.908404, 3.5709496, 18.14824, 32.41024465, 33.42189246, 27.20839369, 41.75240134, 22.86370136, 51.54326619, 1710.54812606, 1763.94088139, 1436.0047987, 2203.60853949, 1206.70059549, 2720.3508755, 6949.92854812, 7166.86242381, 5834.46358141, 8953.22479628, 4902.80442269, 11052.74030149
9.8982, -0.46771364, 3.9839759, 7.5221398, 7.6664677, 5.085324, 11.955897, 3.5942705, 18.210527, 33.30209635, 33.62006338, 27.38168606, 41.98478709, 23.02004944, 51.8157907, 1751.95829707, 1768.68592196, 1440.49706586, 2208.73771185, 1211.0398751, 2725.92762558, 7118.1932626, 7186.15747554, 5852.72864438, 8974.08455763, 4920.44582, 11075.4232513
9.89891, 0.53243708, 4.0608371, 8.2004143, 7.6716163, 5.0857121, 11.964886, 3.5933943, 18.229521, 34.89782663, 33.75389696, 27.48250839, 42.15360932, 23.10111387, 52.03171159, 1829.8628275, 1769.88102949, 1441.04161696, 2210.31881314, 1211.30378689, 2728.27577165, 7434.73562354, 7191.02948135, 5854.95441715, 8980.52890766, 4921.52924251, 11084.98886667
9.89961, 1.2069499, 4.1446442, 8.7559254, 7.6799346, 5.0931231, 11.979369, 3.5990111, 18.248928, 36.19096836, 33.89439904, 27.60204527, 42.33174278, 23.20281997, 52.24778169, 1891.46041882, 1771.4340653, 1442.57472171, 2212.39772153, 1212.65657053, 2730.64290681, 7685.02392687, 7197.35556781, 5861.19653485, 8988.99562289, 4927.03662568, 11094.63135771
9.90032, 2.0999147, 4.2879957, 9.5558815, 7.6465181, 5.0686447, 11.92301, 3.5831142, 18.170143, 37.92879058, 33.92856389, 27.62355325, 42.36688862, 23.22543955, 52.30133682, 1976.64820401, 1768.17752023, 1439.5936723, 2207.93842957, 1210.38721991, 2725.66939051, 8031.16105576, 7184.1405119, 5849.09778768, 8970.8978528, 4917.8274026, 11074.44906767
9.90102, 2.4732564, 4.4816574, 10.046133, 7.6506193, 5.0692796, 11.932445, 3.581806, 18.188578, 38.98908174, 34.02450699, 27.69597561, 42.49210694, 23.28062177, 52.46176753, 2027.3991336, 1769.24546344, 1440.16720703, 2209.55346872, 1210.57255748, 2727.96735093, 8237.38157024, 7188.49570972, 5851.4411951, 8977.47992494, 4918.59146489, 11083.81058687
9.90173, 2.7715324, 4.7100106, 10.497556, 7.6333333, 5.0576852, 11.904987, 3.5742908, 18.149623, 39.95942729, 34.07471781, 27.73646134, 42.55392442, 23.3168617, 52.54228542, 2073.15545173, 1767.84783458, 1439.00951407, 2207.76188203, 1209.71400813, 2725.97313985, 8423.31000873, 7182.833466, 5846.75077425, 8970.22109087, 4915.11435088, 11075.73328053
9.90243, 3.6450469, 4.7303478, 11.220753, 7.5995501, 5.0308973, 11.860038, 3.5517299, 18.089201, 41.41976506, 34.08714053, 27.7344371, 42.58333491, 23.30325543, 52.59038161, 2144.09861908, 1764.52451744, 1435.67613681, 2204.33093848, 1206.29553849, 2722.34679332, 8711.5744076, 7169.34682523, 5833.22025381, 8956.30117878, 4901.23600079, 11061.02417221
9.90313, 4.6547989, 4.6631397, 12.015141, 7.6353097, 5.0588339, 11.90836, 3.5750261, 18.15479, 42.97227661, 34.25604776, 27.8836188, 42.78089878, 23.44031994, 52.82257174, 2219.44444065, 1769.26615851, 1440.14112388, 2209.5601037, 1210.6523527, 2728.19530252, 9017.72836365, 7188.62852713, 5851.3748858, 8977.56774326, 4918.94902143, 11084.81190629
9.90384, 5.6960555, 4.6661717, 12.92613, 7.6366633, 5.0613549, 11.919373, 3.5754853, 18.170571, 44.68971626, 34.34987485, 27.96447904, 42.91410336, 23.503949, 52.98557176, 2302.83263291, 1770.02718662, 1440.99180474, 2211.33643054, 1211.14353101, 2730.31278622, 9356.56070955, 7191.73707741, 5854.84464234, 8984.80561109, 4920.95596263, 11093.44073696
9.90454, 6.2760304, 4.7639804, 13.55027, 7.5788809, 5.0187882, 11.831392, 3.5446471, 18.049883, 45.87610326, 34.30955524, 27.91977932, 42.86772825, 23.46383787, 52.94802225, 2358.56784944, 1763.91210603, 1435.40294798, 2203.90221605, 1206.31548213, 2722.14713316, 9583.03820686, 7166.9072864, 5832.1499193, 8954.62012914, 4901.35035016, 11060.28812692
9.90525, 5.9756578, 4.92013, 13.44868, 7.5453359, 4.9961068, 11.782252, 3.5276632, 17.976581, 45.82621611, 34.32523016, 27.93122772, 42.89318765, 23.47025057, 52.98192296, 2350.51325474, 1760.60594369, 1432.6454714, 2200.07268029, 1203.83352008, 2717.5429863, 9550.33368849, 7153.49050779, 5820.95943581, 8939.08094043, 4891.27717061, 11041.60645751
9.90595, 5.2754674, 4.9333395, 12.851625, 7.5441379, 4.9957242, 11.788617, 3.5265579, 17.990169, 44.91636143, 34.41361967, 28.0043033, 43.01866954, 23.52886917, 53.14264511, 2298.52049192, 1761.0600566, 1433.07389422, 2201.40924844, 1204.05095614, 2719.48695039, 9339.10385319, 7155.35180915, 5822.71333861, 8944.53178329, 4892.17170933, 11049.52996781
9.90665, 5.9781677, 4.9803027, 13.554282, 7.4246678, 4.9145618, 11.609339, 3.4704844, 17.736143, 46.25102034, 34.23115659, 27.8500167, 42.80424155, 23.40335433, 52.90694082, 2361.31647953, 1747.64996655, 1421.86492117, 2185.34337655, 1194.84339683, 2701.13027349, 9594.27158162, 7100.88145914, 5777.18333157, 8879.27477554, 4854.77154208, 10974.96995675
9.90736, 6.2177066, 4.9038894, 13.680834, 7.414735, 4.9062181, 11.594749, 3.4633997, 17.715431, 46.59289906, 34.30135403, 27.90209879, 42.89376051, 23.44308458, 53.01994932, 2373.12712476, 1747.0789607, 1421.14418328, 2184.71802817, 1194.03215988, 2700.47759274, 9642.28165309, 7098.57775149, 5774.26819736, 8876.75436365, 4851.48657578, 10972.34331667
9.90806, 5.4084422, 4.9031221, 12.913065, 7.5266077, 4.9843476, 11.76172, 3.5197452, 17.95361, 45.38874692, 34.6523877, 28.19925828, 43.31805443, 23.69676912, 53.51917596, 2306.35505819, 1760.80449583, 1432.89926214, 2201.13620051, 1204.11262756, 2719.48953338, 9371.00056434, 7154.36240639, 5822.0436383, 8943.48357333, 4892.45577014, 11049.61608647
9.90876, 6.0349622, 4.9482174, 13.510395, 7.4699841, 4.9411006, 11.674437, 3.4875573, 17.832703, 46.55260243, 34.6154339, 28.15281258, 43.27408702, 23.65214959, 53.48334105, 2359.8934904, 1754.76198664, 1427.1519889, 2193.69553836, 1198.99964602, 2711.23378273, 9588.55554377, 7129.8271907, 5798.70497149, 8913.27155284, 4871.69219697, 11016.09704996
9.90947, 6.8520019, 4.8357975, 14.123817, 7.4093318, 4.8960931, 11.589112, 3.4504363, 17.71511, 47.72937539, 34.56998824, 28.10182622, 43.23493298, 23.59101991, 53.4541757, 2413.70116813, 1748.22361123, 1421.12504548, 2186.41470552, 1193.01105139, 2703.20751663, 9807.20584594, 7103.27734287, 5774.23006537, 8883.70912055, 4847.3709637, 10983.51068057
9.91017, 7.1156393, 4.6783683, 14.193787, 7.4372594, 4.9232076, 11.630846, 3.4764133, 17.769698, 47.97867476, 34.73006297, 28.25681321, 43.43149299, 23.74459725, 53.68329071, 2420.49217362, 1752.10853637, 1425.53739916, 2191.08988319, 1197.89911011, 2708.28624717, 9834.82110469, 7119.0785903, 5792.17129952, 8902.72534664, 4867.24294249, 11004.17139603
9.91087, 6.3365269, 4.534006, 13.307258, 7.5446235, 4.9953347, 11.792793, 3.5260959, 18.002676, 46.58427505, 35.07630509, 28.54153649, 43.85341214, 23.97960984, 54.18306715, 2344.47718233, 1765.30807506, 1436.42851541, 2207.0392641, 1206.83745871, 2726.90654632, 9525.9826223, 7172.72668414, 5836.43687349, 8967.55056308, 4903.57199733, 11079.85378089
9.91157, 4.7719399, 4.513273, 11.897459, 7.5944736, 5.0253189, 11.861724, 3.5456198, 18.101865, 44.16972865, 35.28957769, 28.70644654, 44.10334505, 24.11258129, 54.48278303, 2217.56373608, 1771.73123175, 1441.22177751, 2214.23091375, 1210.58443169, 2735.33588709, 9010.33378813, 7198.84146787, 5855.92606284, 8996.79197142, 4918.80780282, 11114.1289715
9.91228, 1.9776822, 4.4869186, 9.6450284, 7.6577922, 5.0750673, 11.955925, 3.5844271, 18.230718, 39.88191185, 35.53661052, 28.92977905, 44.40335698, 24.31275031, 54.83099166, 1997.33192969, 1779.71425083, 1448.83654603, 2223.77109247, 1217.61044643, 2745.99900806, 8115.51385099, 7231.29462797, 5886.87983324, 9035.57632768, 4947.36718331, 11157.48096423
9.91298, -0.1272397, 4.3165362, 8.0663878, 7.6641521, 5.0733249, 11.965841, 3.582527, 18.251085, 36.57462641, 35.65105675, 29.00592288, 44.54633348, 24.37446467, 55.01545307, 1827.19761741, 1781.05786321, 1449.0798234, 2225.44868911, 1217.70112617, 2748.46566193, 7424.2450095, 7236.77057511, 5887.88182775, 9042.41345685, 4947.74698854, 11167.52905101
9.91368, -1.1215571, 4.0425809, 7.2333564, 7.714422, 5.1133872, 12.03603, 3.612897, 18.352088, 34.73227793, 35.86865004, 29.20234151, 44.80278038, 24.54658758, 55.32304517, 1730.86615571, 1787.49670613, 1455.28446737, 2232.72474085, 1223.2672375, 2756.99701294, 7032.84846372, 7262.94949044, 5913.10604628, 9071.99826618, 4970.37456282, 11202.21927214
9.91438, -0.69727158, 3.8710483, 7.2872846, 7.7031646, 5.1045086, 12.02179, 3.6048578, 18.33133, 34.96037751, 35.94411847, 29.25972352, 44.90325427, 24.58879901, 55.4485554, 1737.89727535, 1786.7995146, 1454.51500815, 2232.16248847, 1222.32109181, 2756.37450769, 7061.43353458, 7260.13337549, 5909.99318587, 9069.73460067, 4966.54161908, 11199.71569004
9.91508, -0.34393669, 3.9147263, 7.491641, 7.7543947, 5.1365106, 12.098945, 3.6300272, 18.440654, 35.54828435, 36.16630312, 29.43501496, 45.17559879, 24.74486599, 55.77227064, 1762.69632512, 1793.3413884, 1459.56390439, 2240.07609477, 1226.99829664, 2765.52239593, 7162.21367469, 7286.73114725, 5930.52155731, 9101.91018709, 4985.55755393, 11236.91133836
9.91579, 0.61267701, 3.9369, 8.108208, 7.7579532, 5.1387284, 12.10481, 3.6315805, 18.449407, 37.08979516, 36.27985745, 29.52703415, 45.31802585, 24.82217494, 55.94782401, 1834.43132603, 1794.37246061, 1460.38327205, 2241.39297308, 1227.6847333, 2767.13420872, 7453.70583644, 7290.9376833, 5933.86471537, 9107.28226681, 4988.35837136, 11243.48680112
9.91649, 1.7517161, 4.0085256, 8.9495788, 7.7583971, 5.1366217, 12.109139, 3.6282491, 18.459458, 39.0791013, 36.38557746, 29.60615856, 45.45690908, 24.88237424, 56.12453324, 1927.91686244, 1795.03535126, 1460.58149772, 2242.55775115, 1227.53971484, 2768.83117644, 7833.57663959, 7293.64801401, 5934.68386719, 9112.03608131, 4987.78065677, 11250.40796379
9.91719, 1.7603912, 4.1719749, 9.0901014, 7.7658326, 5.146791, 12.113418, 3.6390448, 18.460509, 39.49900548, 36.50865296, 29.7214548, 45.59688232, 24.99168269, 56.28901288, 1943.65623017, 1796.50778365, 1462.52519786, 2243.71888188, 1229.78386848, 2769.85431059, 7897.54764602, 7299.64774511, 5942.59532849, 9116.77512661, 4996.91074217, 11254.5912445
9.91789, 2.0842896, 4.0795098, 9.2450101, 7.7651204, 5.1451185, 12.117934, 3.6323669, 18.475808, 39.95042061, 36.61354313, 29.80336845, 45.73850365, 25.04162547, 56.47670895, 1960.81659584, 1797.03847691, 1462.78658852, 2244.90294891, 1229.07428908, 2771.94749145, 7967.29284707, 7301.82100326, 5943.67119712, 9121.60741867, 4994.03912261, 11263.12245011
9.91859, 2.2906172, 3.9709602, 9.2977053, 7.8145113, 5.1810282, 12.190492, 3.6589035, 18.576365, 40.18174897, 36.8376451, 29.99500411, 46.00992917, 25.20672513, 56.79646624, 1967.06837752, 1803.3601982, 1468.38367149, 2252.38271215, 1233.97694657, 2780.42981132, 7992.71396341, 7327.52475812, 5966.42740479, 9152.02082454, 5013.97149385, 11297.61447601
9.91929, 1.8847578, 3.8800568, 8.9035621, 7.8080564, 5.1764734, 12.181309, 3.6552475, 18.561748, 39.43697914, 36.93118267, 30.07036766, 46.12843544, 25.2685394, 56.94179859, 1925.58128003, 1803.23127031, 1468.23966485, 2252.3036421, 1233.78178294, 2780.28550335, 7824.15920422, 7327.01791782, 5965.85613232, 9151.72081016, 5013.19014321, 11297.05436849
9.92, 0.44939385, 3.8363207, 7.8694491, 7.8005453, 5.1686578, 12.173597, 3.6470828, 18.553079, 37.18782405, 37.0246604, 30.1382126, 46.25280359, 25.3163688, 57.10006453, 1810.93448408, 1802.98890822, 1467.63974158, 2252.37155304, 1232.83054196, 2780.60033201, 7358.33553395, 7326.05042719, 5963.43255732, 9152.01835302, 5009.33681699, 11298.36027125
9.9207, -1.3906368, 3.7908992, 6.7225924, 7.727576, 5.1208299, 12.062731, 3.6176733, 18.398848, 34.47412001, 36.96123223, 30.08811456, 46.17932926, 25.28945507, 57.0321987, 1674.35505911, 1795.15027986, 1461.33351121, 2242.85909389, 1228.26998986, 2769.96629373, 6803.39081697, 7294.21687631, 5937.82240904, 9113.38779677, 4990.81764309, 11255.17741505
9.9214, -2.0191048, 3.3513196, 6.0474316, 7.7158396, 5.1113615, 12.048006, 3.6091801, 18.377683, 32.79550042, 37.0442132, 30.15067771, 46.28991329, 25.33570868, 57.1707853, 1588.59557353, 1794.40082817, 1460.48185052, 2242.25733407, 1227.24746216, 2769.32064706, 6454.94018662, 7291.18865094, 5934.3757126, 9110.96393288, 4986.67445283, 11252.58022379
9.9221, -2.3630065, 3.2331993, 5.6875992, 7.5921487, 5.0260737, 11.865208, 3.5494204, 18.119162, 31.90106121, 36.85725531, 29.98852218, 46.07637626, 25.20109193, 56.9389812, 1541.13667899, 1780.56985837, 1448.74213356, 2225.94455493, 1217.46191691, 2750.71577771, 6262.11509977, 7235.00617974, 5886.68747807, 9044.70135497, 4946.92440793, 11177.00917873
9.9228, -3.055373, 3.0279986, 5.1746562, 7.5290566, 4.977146, 11.774081, 3.5109216, 17.99557, 30.521173, 36.81550407, 29.93302859, 46.03879836, 25.14033358, 56.9171668, 1470.50435798, 1773.76404152, 1442.16767089, 2218.14062051, 1211.25652971, 2742.25835968, 5975.12811014, 7207.36890558, 5859.98711468, 9013.01264555, 4921.7215168, 11142.67014663
9.9235, -3.4565586, 2.7932499, 4.8236298, 7.5050724, 4.9589772, 11.740816, 3.4968666, 17.951443, 29.55802132, 36.86937846, 29.96984032, 46.11450107, 25.16679467, 57.02142357, 1420.23938936, 1771.54427834, 1440.02696451, 2215.76505875, 1209.24444512, 2739.83400023, 5770.89903696, 7198.36616727, 5851.30245291, 9003.38107746, 4913.55728906, 11132.84528777
9.9242, -4.513224, 2.6628616, 4.373321, 7.5358094, 4.9873213, 11.784347, 3.5214242, 18.007335, 28.23125108, 37.05863337, 30.14797321, 46.34225983, 25.33282477, 57.2860884, 1352.78678395, 1775.77781807, 1444.63238997, 2220.63118826, 1213.89981779, 2745.0382224, 5496.82984817, 7215.58536041, 5870.02958264, 9023.17493207, 4932.48517081, 11154.01792378
9.9249, -5.6533291, 2.5722385, 3.9704876, 7.5024231, 4.9590194, 11.739178, 3.4978304, 17.949791, 26.98302986, 37.09108761, 30.15551123, 46.39675808, 25.32609116, 57.37180187, 1289.42119261, 1772.44863437, 1441.02257834, 2217.13289639, 1210.24209839, 2741.59045857, 5239.36634835, 7202.07468463, 5855.37545639, 9008.98135826, 4917.63417572, 11140.03466977
9.9256, -6.4484197, 2.6272025, 3.7759228, 7.5190777, 4.9737152, 11.761436, 3.5102655, 17.979525, 26.39569277, 37.24807199, 30.294373, 46.58559926, 25.45021728, 57.5984264, 1257.86416723, 1775.02501853, 1443.65243959, 2219.99689586, 1212.80834119, 2744.80375587, 5111.15121508, 7212.56039931, 5866.0752989, 9020.64000818, 4928.07330731, 11153.11765568
9.9263, -4.8883871, 2.4748602, 4.1002483, 7.5119062, 4.968681, 11.75123, 3.5063219, 17.964453, 27.59229277, 37.34717779, 30.37408951, 46.7115603, 25.51576555, 57.75501618, 1311.22337929, 1774.78881767, 1443.41815365, 2219.79704448, 1212.54397411, 2744.59712769, 5327.98129856, 7211.61762273, 5865.1371308, 9019.84919302, 4927.01069837, 11152.30432843
9.927, -4.4430324, 2.6619446, 4.3001481, 7.5506182, 4.9958285, 11.815941, 3.5253319, 18.060454, 28.346158, 37.56157134, 30.55316866, 46.98796686, 25.66566387, 58.09206686, 1343.2684929, 1779.96874682, 1447.85437324, 2226.66702949, 1216.24516571, 2752.86841723, 5458.2052215, 7232.6826389, 5883.17699829, 9047.78580836, 4942.06165721, 11185.94000265
9.9277, -3.569238, 2.5708821, 4.5700426, 7.5335417, 4.9821842, 11.7845, 3.5166258, 18.016715, 29.31508128, 37.63835002, 30.60841694, 47.07459137, 25.71544579, 58.20613775, 1385.25863159, 1778.56744628, 1446.37408151, 2224.4688119, 1215.160992, 2750.48034026, 5628.84025084, 7227.00570287, 5877.1759021, 9038.87497946, 4937.66791778, 11176.26275364
9.9284, -4.1702383, 2.6562611, 4.4243884, 7.5230164, 4.9729848, 11.769525, 3.5085422, 17.996091, 28.93642599, 37.73238621, 30.67798513, 47.19518954, 25.76805383, 58.3589349, 1363.47470543, 1777.93740662, 1445.53638941, 2223.82153169, 1214.18206991, 2749.85347555, 5540.3368629, 7224.4627015, 5873.78593311, 9036.26620975, 4933.70185261, 11173.74199717
9.9291, -5.4579848, 2.7099399, 4.0914648, 7.5022475, 4.9592704, 11.739061, 3.4975634, 17.952894, 27.91604467, 37.80159883, 30.73430305, 47.28584505, 25.81055082, 58.47654545, 1311.62503715, 1776.09414388, 1444.03986513, 2221.70794585, 1212.69918698, 2747.49886648, 5329.66378595, 7216.98989495, 5867.71886526, 9027.69926355, 4927.68798784, 11164.20074018
