m [GeV/c^2], xsec [fb], xsec error [fb], xsec_UL_obs [fb], xsec_UL_exp [fb], xsec_UL_exp -1sigma [fb], xsec_UL_exp +1sigma [fb], xsec_UL_exp -2sigma [fb], xsec_UL_exp +2sigma [fb], g'_UL_obs, g'_UL_exp, g'_UL_exp -1sigma, g'_UL_exp +1sigma, g'_UL_exp -2sigma, g'_UL_exp +2sigma, xi_UL_obs, xi_UL_exp, xi_UL_exp -1sigma, xi_UL_exp +1sigma, xi_UL_exp -2sigma, xi_UL_exp +2sigma, {c_{\ell\ell}/\Lambda}_UL_obs [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -2sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +2sigma [TeV^-1]
9.9298, -5.7452503, 2.64838, 3.9773757, 7.4696909, 4.9396995, 11.698891, 3.4850587, 17.899178, 27.61328192, 37.84173449, 30.77301041, 47.35785965, 25.8478704, 58.57823234, 1293.65516153, 1772.8481276, 1441.68534106, 2218.66925344, 1210.94736448, 2744.33270385, 5256.65737438, 7203.8171073, 5858.16537896, 9015.37321475, 4920.58129766, 11151.36179595
9.9305, -4.5648232, 2.52557, 4.2501167, 7.4955011, 4.9556298, 11.735066, 3.4954335, 17.950546, 28.63746314, 38.03071161, 30.92313693, 47.5857462, 25.97075874, 58.85358834, 1337.73681066, 1776.52198478, 1444.50709109, 2222.86464539, 1213.16751392, 2749.21738601, 5435.79230901, 7218.76266295, 5869.64526469, 9032.44229143, 4929.61439735, 11171.23682597
9.9312, -4.1662621, 2.6504448, 4.4275355, 7.4821677, 4.9460847, 11.711446, 3.4885199, 17.916228, 29.32505341, 38.12163376, 30.99478016, 47.69392296, 26.03025293, 58.990364, 1365.8449856, 1775.55490136, 1443.61425272, 2221.39426695, 1212.38621272, 2747.537805, 5550.0209552, 7214.85015766, 5866.03123948, 9026.48899495, 4926.45135965, 11164.43853714
9.9319, -3.5489665, 2.6648531, 4.6817228, 7.413026, 4.8923905, 11.613891, 3.4456943, 17.783865, 30.2547591, 38.07050283, 30.9279695, 47.6518454, 25.95548949, 58.9663068, 1404.99078162, 1767.94352746, 1436.25377727, 2212.88833591, 1205.33841763, 2738.31687781, 5709.10091524, 7183.9389573, 5836.13633743, 8991.94712817, 4897.82477816, 11126.99641725
9.9326, -4.6040052, 3.0191131, 4.5649473, 7.4279481, 4.9104709, 11.638419, 3.4641634, 17.817608, 29.97445679, 38.2355963, 31.08815926, 47.86085266, 26.11154814, 59.21860018, 1387.83825724, 1770.33477888, 1439.40345857, 2215.99086212, 1208.98289244, 2741.8624946, 5639.41605256, 7193.67283497, 5848.94884404, 9004.57555121, 4912.64561655, 11141.43041185
9.9333, -4.1381185, 2.9613909, 4.7782775, 7.4190714, 4.9042703, 11.625893, 3.4593321, 17.799118, 30.76956489, 38.34073608, 31.17258876, 47.99531339, 26.18073287, 59.38611461, 1420.38835595, 1769.88967108, 1438.99279229, 2215.56543039, 1208.55814002, 2741.38896673, 5771.69564994, 7191.88134193, 5847.29409024, 9002.86833751, 4910.93138735, 11139.53286637
9.934, -2.8822568, 3.2537997, 5.4180614, 7.3903714, 4.8793244, 11.582862, 3.4397234, 17.743636, 32.87529386, 38.39554305, 31.19805568, 48.06795251, 26.19445957, 59.4934278, 1513.01743756, 1767.07549468, 1435.82601761, 2212.22814434, 1205.54585056, 2738.06202501, 6148.10521222, 7180.4632184, 5834.43997638, 8989.32890471, 4898.70277987, 11126.0405792
9.9347, -2.0110627, 3.3171602, 5.918517, 7.5162792, 4.9682284, 11.767627, 3.505061, 18.004648, 34.47672888, 38.85268669, 31.5878728, 48.6143016, 26.5318415, 60.13286852, 1581.90019284, 1782.68282896, 1449.35043711, 2230.57626321, 1217.36390181, 2759.08415328, 6428.02381474, 7243.90055109, 5889.41019654, 9063.90770125, 4946.73696071, 11211.49028519
9.9354, -0.55323551, 3.3752663, 6.7581371, 7.5060838, 4.95928, 11.753281, 3.4971528, 17.98485, 36.96707341, 38.95904257, 31.66728901, 48.75073084, 26.59248207, 60.3052304, 1690.97384415, 1782.09189658, 1448.54738232, 2229.9901811, 1216.41199812, 2758.5242176, 6871.25917699, 7241.51668043, 5886.16111864, 9061.54790593, 4942.88077487, 11209.24188784
9.9361, 0.67982546, 3.6805959, 7.7624068, 7.3740567, 4.8683229, 11.557536, 3.4327583, 17.709875, 39.75501494, 38.74779184, 31.48352921, 48.50944983, 26.43719258, 60.04840408, 1812.89418937, 1766.96315607, 1435.70081031, 2212.11084549, 1205.57954444, 2738.30617331, 7366.69925739, 7180.05840934, 5833.97318782, 8988.91695846, 4898.87495191, 11127.11275249
9.9368, 0.82648758, 3.9537138, 8.1164796, 7.3453048, 4.8447236, 11.518798, 3.4117137, 17.65685, 40.79247419, 38.80619911, 31.5159715, 48.59591658, 26.44736972, 60.16623151, 1854.42417243, 1764.12819033, 1432.71474786, 2209.16833739, 1202.29632241, 2735.15437096, 7535.4745572, 7168.55576601, 5821.85332284, 8976.98166714, 4885.54532584, 11114.33213545
9.9375, 0.96261691, 4.0586555, 8.3091152, 7.3648752, 4.8579794, 11.547813, 3.4195882, 17.6981, 41.41775265, 38.99346566, 31.66919138, 48.82688419, 26.57027473, 60.44668138, 1876.95428676, 1767.09135167, 1435.17261823, 2212.71854971, 1204.10181299, 2739.30019077, 7627.04431764, 7180.61390601, 5831.85495775, 8991.42965821, 4892.89374565, 11131.20553955
9.93819, 1.5678724, 3.9233085, 8.6328245, 7.4256423, 4.9065425, 11.638197, 3.4609506, 17.825199, 42.36305915, 39.28962382, 31.93733256, 49.18738227, 26.82307465, 60.873469, 1913.82305738, 1774.97540272, 1442.82317367, 2222.1234304, 1211.77789732, 2750.06222137, 7776.87985734, 7212.66806952, 5862.95709717, 9029.66806662, 4924.09738973, 11174.96385747
9.93889, 3.1652571, 3.8633612, 9.7454283, 7.2802661, 4.8015502, 11.426476, 3.3828538, 17.532134, 45.16952176, 39.0407951, 31.70558451, 48.91039644, 26.61255926, 60.58462412, 2034.12237634, 1758.12698038, 1427.79990544, 2202.5854595, 1198.44532724, 2728.31180823, 8265.73987125, 7144.22123735, 5801.92359312, 8950.29653289, 4869.93183897, 11086.60715638
9.93959, 3.2876061, 3.9044805, 9.8651127, 7.2186825, 4.761957, 11.33596, 3.3551644, 17.404405, 45.60801154, 39.01387451, 31.68712573, 48.88991304, 26.59787955, 60.57866561, 2047.28841274, 1751.28558596, 1422.39670515, 2194.60899699, 1193.9466063, 2719.30294656, 8319.26072706, 7116.43816594, 5779.98144949, 8917.90542369, 4851.66283857, 11050.02600877
9.94029, 2.0703088, 3.8921845, 8.9205992, 7.2128139, 4.7574848, 11.326878, 3.3517301, 17.390925, 43.5254514, 39.13800044, 31.78593383, 49.04575018, 26.67969068, 60.77257124, 1947.49572481, 1751.18433204, 1422.22465842, 2194.49507664, 1193.75174438, 2719.19805237, 7913.76722917, 7116.04395462, 5779.29632963, 8917.46410577, 4850.88275886, 11049.6265344
9.94099, 0.16947257, 3.8593292, 7.6071488, 7.2185795, 4.7534596, 11.338449, 3.3469742, 17.409091, 40.3389525, 39.29520264, 31.88735996, 49.24821411, 26.75714937, 61.02414573, 1799.04512765, 1752.49575089, 1422.11921785, 2196.38225961, 1193.32100183, 2721.56774649, 7310.54694125, 7121.39026106, 5778.88188483, 8925.15444055, 4849.14417421, 11059.28275989
9.94169, -1.1408172, 3.6054257, 6.6737034, 7.2351061, 4.7691027, 11.362281, 3.3551093, 17.442953, 37.9206609, 39.48343234, 32.05610741, 49.47948948, 26.88721275, 61.30592541, 1685.6455587, 1755.11372363, 1424.95499278, 2199.45749089, 1195.18778617, 2725.16507968, 6849.7564241, 7132.04590456, 5790.4193236, 8937.67257297, 4856.74178303, 11073.92768007
9.94239, -1.7606006, 3.519869, 6.2489775, 7.224978, 4.761465, 11.3487, 3.3488147, 17.423596, 36.82877528, 39.6005357, 32.14793596, 49.63132324, 26.96052563, 61.49668316, 1631.69545829, 1754.49804544, 1424.31130835, 2198.91115317, 1194.4835768, 2724.60481959, 6630.54197871, 7129.56139133, 5787.81774059, 8935.47422374, 4853.89198003, 11071.67795306
9.94308, -2.0863706, 3.7861453, 6.2187353, 7.2369054, 4.7738417, 11.368022, 3.3626704, 17.452804, 36.87337961, 39.77757987, 32.30694673, 49.85449958, 27.11465352, 61.7724056, 1628.3036989, 1756.55123378, 1426.65308734, 2201.54124588, 1197.36490349, 2727.827978, 6616.77514716, 7137.92184853, 5797.34769277, 8946.18332626, 4865.61219558, 11084.80216729
9.94378, -0.62466848, 3.7169486, 6.9555922, 7.2453502, 4.7783635, 11.382816, 3.3636647, 17.476054, 39.14197937, 39.94895457, 32.4425752, 50.07265108, 27.21962117, 62.04366108, 1722.67541161, 1758.19115081, 1427.82831853, 2203.7445783, 1197.96118783, 2730.60001334, 7000.28113031, 7144.60324539, 5802.13751711, 8955.15863497, 4868.04713269, 11096.0936802
9.94448, 1.9183475, 3.7636565, 8.6375076, 7.1413518, 4.7066676, 11.232773, 3.3107772, 17.264812, 43.78202572, 39.80996947, 32.31903572, 49.92810947, 27.1060733, 61.8988467, 1920.36044585, 1746.13872837, 1417.57255004, 2189.93902115, 1188.92239789, 2714.99764775, 7803.61508815, 7095.64423499, 5760.47614599, 8899.07997453, 4831.32881789, 11032.71870344
9.94518, 3.1055813, 3.8266575, 9.5858532, 7.133735, 4.7026196, 11.219378, 3.3086774, 17.245189, 46.29724903, 39.93910104, 32.42722045, 50.0869042, 27.19988148, 62.09745171, 2023.74671251, 1745.81916029, 1417.45961487, 2189.40023093, 1188.96202012, 2714.40563719, 8223.75770658, 7094.36298771, 5760.03131195, 8896.9123016, 4831.5016476, 11030.33998258
9.94588, 3.6806675, 3.8402013, 10.053616, 7.1005044, 4.6722652, 11.172273, 3.2856993, 17.181397, 47.59392994, 39.99770019, 32.44547698, 50.17197417, 27.20848296, 62.21851721, 2073.26235105, 1742.35928924, 1413.37321747, 2185.56579086, 1185.2419717, 2710.33111651, 8424.99157751, 7080.32069816, 5743.43977596, 8881.35231451, 4816.39654714, 11013.809621
9.94657, 3.605199, 3.8558129, 10.001974, 7.0392521, 4.6353677, 11.082212, 3.2578825, 17.055116, 47.65107409, 39.97542534, 32.43933397, 50.15832911, 27.19553095, 62.22389208, 2068.64633895, 1735.42819017, 1408.26855917, 2177.49223618, 1180.62261163, 2701.28699095, 8406.25409523, 7052.1722616, 5722.71012198, 8848.56569393, 4797.63673329, 10977.08409722
9.94727, 2.2325202, 3.72704, 8.8284165, 7.1111193, 4.6833706, 11.18559, 3.2972408, 17.200744, 44.94145808, 40.33431948, 32.73293999, 50.58656611, 27.46509365, 62.73058935, 1944.18394764, 1744.87744356, 1416.03898074, 2188.39339029, 1188.15001739, 2713.74828658, 7900.50194445, 7090.5881372, 5754.30053024, 8892.88601327, 4828.23733532, 11027.74953005
9.94797, 0.83809916, 3.5960555, 7.6947294, 7.0356398, 4.6293715, 11.079265, 3.2555589, 17.054605, 42.1202927, 40.27601586, 32.67049552, 50.54173889, 27.39728221, 62.70692973, 1815.70498963, 1736.20262987, 1408.34685421, 2178.73337552, 1181.0312516, 2703.14563122, 7378.4253339, 7055.35400418, 5723.05642568, 8853.65278255, 4799.32090107, 10984.69097157
9.94867, -2.0961657, 3.3968995, 5.8274911, 7.0490001, 4.6416669, 11.099243, 3.2625982, 17.08555, 36.79914318, 40.47255815, 32.84232412, 50.78594958, 27.53459503, 63.0102756, 1580.67357562, 1738.4617596, 1410.71202788, 2181.4640663, 1182.72337413, 2706.54882243, 6423.35112555, 7064.55176611, 5732.6818338, 8864.771248, 4806.20896913, 10998.54751361
9.94936, -4.1988117, 2.8402815, 4.5984283, 7.0397906, 4.6343348, 11.086178, 3.2567895, 17.066117, 32.81652897, 40.60390514, 32.9444026, 50.95406745, 27.61739926, 63.22011671, 1404.61333975, 1737.92867767, 1410.08658779, 2180.93640873, 1182.08014751, 2705.9479491, 5707.91259974, 7062.402667, 5730.1541808, 8862.64856979, 4803.6067841, 10996.13249842
9.95006, -4.0393747, 2.3676058, 4.3462647, 7.0922599, 4.6706684, 11.162929, 3.2849638, 17.177594, 32.02802555, 40.9132897, 33.20179758, 51.32880592, 27.84436859, 63.67269717, 1366.03916682, 1745.00785544, 1416.1021521, 2189.24389097, 1187.60046581, 2715.72776313, 5551.17284979, 7091.18776756, 5754.61378428, 8896.42957853, 4826.05156744, 11035.90189233
9.95076, -4.8588678, 2.6953001, 4.1718577, 7.0623751, 4.6466886, 11.119423, 3.2700036, 17.115793, 31.46671208, 40.94133626, 33.20919953, 51.37215083, 27.85869306, 63.73604868, 1338.82219215, 1741.94143408, 1412.96024862, 2185.74395132, 1185.31089066, 2711.79385365, 5440.58470064, 7078.74426589, 5741.86023833, 8882.22885073, 4816.75933898, 11019.94293046
9.95146, -4.1241661, 2.6453191, 4.4305663, 7.0320406, 4.6255943, 11.077909, 3.2471948, 17.058568, 32.51903261, 40.96836974, 33.22704864, 51.42057091, 27.83954731, 63.80860985, 1380.19668938, 1738.80966772, 1410.24682622, 2182.42967431, 1181.58653394, 2708.21193049, 5608.73254181, 7066.03518354, 5730.84787632, 8868.78256463, 4801.63653113, 11005.41430184
9.95215, -2.8476921, 2.8741554, 5.0749826, 7.0702114, 4.6550026, 11.131213, 3.2745395, 17.13409, 34.90084674, 41.19408725, 33.42555667, 51.68802421, 28.0345637, 64.12822314, 1477.67783695, 1744.12931025, 1415.21507064, 2188.43538042, 1186.96413762, 2715.14484377, 6004.88329209, 7087.67005397, 5751.05149439, 8893.20982094, 4823.50140207, 11033.61470294
9.95285, -1.8547285, 3.2408291, 5.7670997, 7.074334, 4.6535702, 11.141321, 3.2691714, 17.151613, 37.3106302, 41.32345594, 33.51559932, 51.8587684, 28.09135579, 64.34374571, 1575.7765294, 1745.25414429, 1415.49725884, 2190.20235399, 1186.40984879, 2717.49267603, 6403.54577099, 7092.25869688, 5752.21252291, 8900.41243784, 4821.26090099, 11043.1830965
9.95355, -0.61406262, 3.3024583, 6.5219019, 7.1329669, 4.6983217, 11.227831, 3.3034646, 17.271893, 39.7908505, 41.61320782, 33.77283094, 52.20883766, 28.31919602, 64.75391941, 1676.31856321, 1753.09127247, 1422.78998127, 2199.46652638, 1193.03793172, 2727.96876104, 6812.1393831, 7124.12447221, 5781.86263516, 8938.08186283, 4848.20776823, 11085.78276276
9.95425, 0.7215193, 3.460391, 7.4690943, 7.083155, 4.6635577, 11.152565, 3.2799834, 17.168696, 42.70507075, 41.58712016, 33.74458968, 52.18345815, 28.29966518, 64.74617695, 1794.55605571, 1747.57744227, 1418.01797043, 2192.85764368, 1189.21089762, 2720.76926414, 7292.64515147, 7101.7353404, 5762.48473481, 8911.24722026, 4832.66770018, 11056.5533572
9.95494, 1.2967723, 3.5929757, 7.9881967, 7.0472698, 4.6367232, 11.104976, 3.2567986, 17.106227, 44.29028351, 41.6001153, 33.7434645, 52.22072503, 28.28000855, 64.81286217, 1856.51720524, 1743.75334004, 1414.42586162, 2188.93777168, 1185.41400691, 2716.7627796, 7544.45894955, 7086.21253545, 5747.90140377, 8895.33967952, 4817.2498957, 11040.29911947
9.95564, 1.1049317, 3.7127833, 7.9783889, 7.0220576, 4.61956, 11.066864, 3.2428825, 17.051586, 44.39208146, 41.64665274, 33.77911087, 52.28296327, 28.3017646, 64.89784827, 1856.03454179, 1741.24806684, 1412.3058551, 2185.95259733, 1183.29780809, 2713.38139847, 7542.51636279, 7076.04936229, 5739.30052568, 8883.23081407, 4808.66216583, 11026.58551638
9.95634, 1.073072, 3.6353884, 7.9326786, 7.0121284, 4.6125469, 11.053079, 3.2374207, 17.032609, 44.39448872, 41.73919408, 33.85240491, 52.40355697, 28.36081448, 65.05185986, 1851.36624945, 1740.63352071, 1411.73379213, 2185.36533509, 1182.72011332, 2712.83263492, 7523.56427485, 7073.5696818, 5736.99014295, 8880.86653167, 4806.32656794, 11024.3830478
9.95703, 0.96834447, 3.7176902, 7.9477952, 6.9832093, 4.59131, 11.011259, 3.2259828, 16.974729, 44.5659173, 41.77409458, 33.87254471, 52.45634237, 28.39295146, 65.12997943, 1853.77752916, 1737.64801715, 1408.97273151, 2181.99006414, 1181.04189464, 2709.16654815, 7533.3818175, 7061.45466308, 5725.78391418, 8867.17204011, 4799.5184939, 11009.51203334
9.95773, -0.19013777, 3.9081331, 7.3719774, 7.038478, 4.6247483, 11.092068, 3.2533419, 17.089005, 43.04846664, 42.06346721, 34.0964952, 52.80462355, 28.59766289, 65.54266221, 1785.99588394, 1745.13020264, 1414.59626414, 2190.75957128, 1186.46056891, 2719.23564481, 7257.94895497, 7091.87856724, 5748.65125352, 8902.83190677, 4821.55100338, 11050.45856153
9.95843, 0.10585332, 3.924943, 7.590086, 7.0462614, 4.632467, 11.105861, 3.2518025, 17.109305, 43.81097051, 42.2122888, 34.22675236, 52.99509101, 28.67620034, 65.77724956, 1812.8676133, 1746.71527144, 1416.27930495, 2192.90015794, 1186.60130697, 2721.81702472, 7367.16908598, 7098.3378242, 5755.50527571, 8911.55323956, 4822.13505386, 11060.97659588
9.95912, 1.2619093, 3.9946176, 8.4081107, 7.0401791, 4.6327071, 11.096152, 3.2552796, 17.098364, 46.24786393, 42.31889526, 34.32890016, 53.12863607, 28.77641025, 65.95075129, 1908.72842772, 1746.5731725, 1416.81241191, 2192.70966006, 1187.65165855, 2721.90028115, 7756.74949691, 7097.77796586, 5757.68600902, 8910.80119388, 4826.41546654, 11061.34237316
9.95982, 2.7760393, 3.9604966, 9.5109151, 7.0459038, 4.6352059, 11.10848, 3.2558041, 17.118674, 49.33588787, 42.46392661, 34.44183733, 53.3186463, 28.86562257, 66.18915804, 2030.7692921, 1747.90485987, 1417.69873077, 2194.70803655, 1188.16995997, 2724.48546917, 8252.72372564, 7103.20761857, 5761.30237774, 8918.94473418, 4828.53392401, 11071.8760418
9.96052, 3.8907901, 3.9360342, 10.377011, 7.1047309, 4.6713109, 11.191725, 3.281661, 17.234203, 51.68984205, 42.77035777, 34.68074777, 53.68062722, 29.06805173, 66.61387052, 2121.97463234, 1755.81140524, 1423.71622888, 2203.70047002, 1193.30347982, 2734.63678388, 8623.38949888, 7135.35656986, 5785.77113522, 8955.51115562, 4849.40797124, 11113.15741761
9.96121, 4.2866112, 4.0334289, 10.791892, 7.0557667, 4.6419332, 11.118772, 3.264173, 17.133248, 52.87181046, 42.7511196, 34.6756675, 53.66656506, 29.0778285, 66.61855945, 2164.73808248, 1750.36519215, 1419.73080407, 2197.27783366, 1190.53768287, 2727.57318864, 8797.19571899, 7113.24168947, 5769.58933406, 8929.43276055, 4838.18023612, 11084.47962945
9.96191, 3.9903947, 4.0311223, 10.564688, 7.0602746, 4.6403443, 11.130767, 3.2569048, 17.152658, 52.47314038, 42.89626848, 34.77633582, 53.86060958, 29.13474696, 66.86124092, 2142.59325281, 1751.54859693, 1419.99396163, 2199.24665917, 1189.63553184, 2730.0909119, 8707.22423514, 7118.0688972, 5770.67337453, 8937.45641395, 4834.52625471, 11094.73938701
9.9626, 3.3349331, 3.9644272, 9.9812594, 7.1230226, 4.6858321, 11.219525, 3.2911558, 17.275856, 51.1591989, 43.2178567, 35.05293807, 54.23982745, 29.376854, 67.305546, 2083.3238963, 1759.93361014, 1427.4387616, 2208.77439646, 1196.2951583, 2740.8414391, 8466.38232133, 7152.16238342, 5800.94257907, 8976.19834115, 4861.60226805, 11138.45597742
9.9633, 2.1493394, 3.9899413, 9.0561255, 7.069628, 4.6509105, 11.144984, 3.2669292, 17.172652, 48.88234924, 43.18959528, 35.03078298, 54.22762424, 29.35963923, 67.31309166, 1985.13658246, 1753.95100485, 1422.61756835, 2202.21086607, 1192.30959209, 2733.61822404, 8067.38114694, 7127.8678728, 5781.36449231, 8949.54764297, 4845.41769546, 11109.12987976
9.964, 0.62603261, 4.015782, 7.9405907, 6.9948954, 4.5950258, 11.035371, 3.2294794, 17.021616, 45.91615264, 43.09527912, 34.92875152, 54.12931794, 29.28231073, 67.22634191, 1859.51953474, 1745.27935725, 1414.55004484, 2192.13758817, 1185.87960224, 2722.5429145, 7556.90620915, 7092.64525868, 5748.59355728, 8908.63357006, 4819.29915878, 11064.14913684
9.96469, 0.26713061, 3.6738074, 7.4254605, 7.0011795, 4.6006333, 11.043182, 3.2345879, 17.03191, 44.5397707, 43.24858342, 35.05864203, 54.31670238, 29.39650907, 67.45559191, 1798.8257299, 1746.67860695, 1415.91180995, 2193.686233, 1187.23549872, 2724.32597789, 7310.27084098, 7098.34948252, 5754.14207479, 8914.94947889, 4824.82149518, 11071.42311035
9.96539, 0.60299564, 3.4110765, 7.3821693, 7.0602086, 4.642145, 11.132119, 3.2619647, 17.162382, 44.5506039, 43.56827462, 35.32815408, 54.70795929, 29.61428308, 67.92824232, 1794.2162223, 1754.65421897, 1422.79434186, 2203.29017911, 1192.67579922, 2735.71946608, 7291.55678994, 7130.77984988, 5782.12682236, 8954.00190125, 4846.94275637, 11117.75359088
9.96608, 0.42266213, 3.4497261, 7.232518, 7.0126396, 4.6083506, 11.061725, 3.2394822, 17.061566, 44.23546554, 43.5578666, 35.31007149, 54.70629076, 29.6049028, 67.94152424, 1776.5638181, 1749.35041045, 1418.10636915, 2197.08814169, 1188.97808624, 2728.63532096, 7219.83694229, 7109.24346749, 5763.08976227, 8928.81976388, 4831.92769275, 11088.99207084
9.96678, 0.15158179, 3.4589164, 7.0524254, 6.9323022, 4.5538461, 10.949295, 3.1926965, 16.908016, 43.82156894, 43.44676205, 35.21339081, 54.6024023, 29.48475274, 67.85236617, 1754.93447889, 1739.92448377, 1410.20039096, 2186.67749127, 1180.78403941, 2717.30245506, 7131.95498027, 7070.95520465, 5730.97504351, 8886.53429046, 4798.63989897, 11042.9642875
9.96748, 0.48243547, 3.3809846, 7.1784027, 6.8567803, 4.5000361, 10.839292, 3.1521164, 16.750184, 44.35416464, 43.34915261, 35.11789646, 54.50306844, 29.39149103, 67.753274, 1771.1742168, 1731.04153925, 1402.34661761, 2176.44566978, 1173.67673443, 2705.55996248, 7197.97078753, 7034.87342651, 5699.07233957, 8844.9753859, 4769.76842161, 10995.27160519
9.96817, 0.24316476, 3.3546895, 6.9812906, 6.8052862, 4.4615597, 10.759918, 3.1347233, 16.638873, 43.88125743, 43.32458417, 35.07959415, 54.47731401, 29.40429775, 67.74436235, 1747.30545079, 1725.13930799, 1396.83248969, 2169.22926307, 1170.848165, 2697.50915378, 7100.98716092, 7010.90474551, 5676.67752124, 8815.67051668, 4758.28526905, 10962.5811897
9.96887, -0.03565295, 3.2520616, 6.7076752, 6.7752196, 4.4417366, 10.720529, 3.1135965, 16.584435, 43.15362118, 43.37034936, 35.11620962, 54.55560049, 29.40102, 67.85495591, 1713.33751618, 1721.94232155, 1394.22643377, 2166.03275621, 1167.31502958, 2694.05992898, 6962.96055922, 6997.93027178, 5666.10114894, 8802.70262519, 4743.93891129, 10948.59177049
9.96956, -0.77015158, 3.2518979, 6.2595327, 6.7870685, 4.4487492, 10.734422, 3.1242739, 16.606812, 41.82260465, 43.5493058, 35.25811433, 54.7683242, 29.54708698, 68.12135138, 1655.70015219, 1724.05790699, 1395.82089051, 2168.20361782, 1169.72906927, 2696.83184009, 6728.74081399, 7006.54571365, 5672.59535643, 8811.54728224, 4753.76155475, 10959.88452188
9.97026, -1.1400415, 3.1314507, 5.9879114, 6.7835939, 4.4479685, 10.730314, 3.1209313, 16.600457, 41.04086561, 43.68262715, 35.37200524, 54.93954327, 29.62926878, 68.33431594, 1619.96106411, 1724.23641927, 1396.20035791, 2168.56831977, 1169.52362151, 2697.2854865, 6583.51464102, 7007.28922588, 5674.152115, 8813.05211562, 4752.93885503, 10961.75635627
9.97095, -0.56336213, 3.0695216, 6.261279, 6.7441801, 4.4189671, 10.67649, 3.0978163, 16.527666, 42.10541031, 43.69894533, 35.37258182, 54.98201153, 29.61653223, 68.40882636, 1657.11428765, 1719.82997261, 1392.1348894, 2163.89001307, 1165.59792067, 2692.32012546, 6734.52229364, 6989.39920931, 5657.64444753, 8794.06184753, 4736.99686297, 10941.6049585
